x,y,Red,Green,NIR,RedEdge,Red_norm,Green_norm,NIR_norm,RedEdge_norm,MCARI_norm,RDVI_norm,SAVI_norm,MSAVI_norm,MCARI,RDVI,SAVI,MSAVI,NDVI
532,586,12288.0,11136.0,11904.0,11584.0,0.1875028610666056,0.1699244678416113,0.1816433966582742,0.1767605096513313,0.0170261218669676,-0.0096440329510436,-0.0101124483185421,-0.0085425558389439,0.9630030796822681,1.0,1.0,1.0,0.0
580,559,18944.0,18368.0,17280.0,13184.0,0.289066910811017,0.2802777141985199,0.2636758983749142,0.2011749446860456,-0.0090648160184639,-0.0341521828878437,-0.0361783697991781,-0.032554534747896,0.6583721320296728,0.9512665058434558,0.9381413523467862,0.9677007492829813,0.06185885175178811
451,479,28032.0,22912.0,9600.0,7296.0,0.4277409018081941,0.3496147096971084,0.1464866102082856,0.1113298237582971,0.0181610662220238,-0.3711565761897999,-0.3927300620032812,-0.3436919193400058,0.5027472666461082,0.281146497845008,0.024855286376389424,0.04799303398856652,0.9751507208267796
596,424,18240.0,15296.0,14080.0,18432.0,0.2783245593957427,0.2334019989318684,0.2148470283054856,0.2812542915999084,0.0542674663926427,-0.0903901282709841,-0.0958709429613981,-0.0838777904260335,1.0,0.8394395588989478,0.767820882092703,0.8672531251055673,0.23218094286127872
313,531,51328.0,37440.0,17024.0,13696.0,0.7832150759136339,0.571297779812314,0.2597695887693599,0.2089875638971542,0.133079621445838,-0.5125455868181766,-0.5088632756293296,-0.5146482400086709,0.0,0.0,0.0,0.0,1.0
245,573,35968.0,27008.0,14720.0,9856.0,0.548836499580377,0.4121156633859769,0.2246128023193713,0.1503929198138399,0.0759527288518816,-0.3686623847130878,-0.3819041285475494,-0.3586743746596345,0.307044870721624,0.2861060996920406,0.17012722880772507,0.28825783709785824,0.8298748957422062
