"Name","Type","Area [ha]","Area (visible) [ha]","Min","Max","Min (visible)","Max (visible)","Mean index value","Index value SD","Mean height [m]","Height SD [m]","Mean index value (visible)","Index value (visible) SD","Mean height (visible) [m]","Height (visible) SD [m]"
"GNDVI","Index","0.2922","0.2828","-0.5705","0.7795","0.0837","0.6317","0.3157","0.1365",,,"0.3229","0.1286",,
