"Name","Type","Area [ha]","Area (visible) [ha]","Min","Max","Min (visible)","Max (visible)","Mean index value","Index value SD","Mean height [m]","Height SD [m]","Mean index value (visible)","Index value (visible) SD","Mean height (visible) [m]","Height (visible) SD [m]"
"Surface Model","DSM","0.2367","0.2367","224.3672","227.3099","224.3672","227.3099",,,"225.7815","0.6974",,,"225.7815","0.6974"
